Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,39.215000,39.389999,39.005001,39.195000,35.028748,6016200
2014-01-02,39.035000,39.134998,38.505001,38.584999,34.483593,8487200
2014-01-03,38.650002,38.884998,38.470001,38.474998,34.385288,6545000
2014-01-06,38.450001,38.674999,38.005001,38.084999,34.036724,10585400
2014-01-07,38.325001,38.705002,38.235001,38.605000,34.501465,8162200
2014-01-08,38.639999,39.075001,38.595001,39.014999,34.867878,10178800
2014-01-09,39.035000,39.049999,38.400002,38.799999,34.675739,8361200
2014-01-10,38.779999,38.994999,38.474998,38.834999,34.707020,6467000
2014-01-13,38.689999,38.695000,37.380001,37.560001,33.567543,14644800
2014-01-14,37.560001,38.180000,37.375000,37.730000,33.719467,18653200
2014-01-15,37.770000,38.165001,37.705002,38.095001,34.045681,8660200
2014-01-16,37.910000,38.095001,37.564999,37.645000,33.643517,9072600
2014-01-17,37.500000,37.730000,37.334999,37.450001,33.469238,12937400
2014-01-21,37.525002,37.535000,36.630001,36.825001,32.910675,18774600
2014-01-22,36.974998,37.099998,36.770000,36.799999,32.888321,13969400
2014-01-23,36.740002,36.865002,35.840000,36.695000,32.794487,29936000
2014-01-24,37.365002,38.080002,37.055000,37.490002,33.504978,33049000
2014-01-27,37.615002,37.615002,37.009998,37.105000,33.160912,18207200
2014-01-28,37.285000,37.400002,36.834999,36.945000,33.017910,11091600
2014-01-29,36.750000,36.830002,35.730000,35.779999,31.976757,15959800
2014-01-30,36.139999,36.215000,35.654999,35.955002,32.133141,15179800
2014-01-31,35.445000,35.970001,35.435001,35.560001,31.780138,12256600
2014-02-03,35.500000,35.755001,34.334999,34.485001,30.819401,20311000
2014-02-04,35.000000,35.599998,34.685001,35.325001,31.809948,20440800
2014-02-05,35.044998,35.369999,34.805000,35.244999,31.737892,10956000
2014-02-06,35.330002,36.400002,35.279999,36.180000,32.579868,13818400
2014-02-07,36.805000,37.244999,36.345001,37.020000,33.336285,14657600
2014-02-10,37.154999,37.590000,37.154999,37.400002,33.678478,12944600
2014-02-11,37.435001,37.595001,36.895000,37.250000,33.543400,16124000
2014-02-12,37.244999,37.529999,36.849998,36.955002,33.277752,9956600
2014-02-13,36.779999,37.345001,36.695000,37.345001,33.628941,8447800
2014-02-14,37.174999,37.544998,37.005001,37.514999,33.782024,8241000
2014-02-18,37.494999,37.500000,36.970001,36.985001,33.304756,10923400
2014-02-19,36.919998,37.139999,36.615002,36.660000,33.012100,9770600
2014-02-20,36.700001,36.855000,36.240002,36.775002,33.115662,8552600
2014-02-21,36.889999,36.930000,36.259998,36.279999,32.669918,11288200
2014-02-24,36.330002,36.439999,36.009998,36.279999,32.669918,11933800
2014-02-25,36.250000,36.330002,35.275002,35.275002,31.764919,18618400
2014-02-26,35.400002,36.110001,34.974998,35.889999,32.318726,19129200
2014-02-27,35.810001,36.119999,35.715000,36.095001,32.503326,11288200
2014-02-28,35.770000,35.965000,35.250000,35.480000,31.949524,22464800
2014-03-03,35.005001,35.365002,35.000000,35.235001,31.728899,12248400
2014-03-04,35.715000,35.980000,35.525002,35.830002,32.264690,12226200
2014-03-05,35.994999,36.044998,35.439999,35.650002,32.102612,9715600
2014-03-06,35.915001,36.665001,35.884998,36.345001,32.728451,13762600
2014-03-07,36.494999,36.549999,36.105000,36.535000,32.899544,8386000
2014-03-10,36.625000,36.820000,36.395000,36.779999,33.120159,8633800
2014-03-11,36.994999,37.705002,36.924999,37.514999,33.782024,18344400
2014-03-12,37.275002,37.830002,37.250000,37.814999,34.052174,10394600
2014-03-13,37.919998,38.209999,37.014999,37.215000,33.511875,11380800
2014-03-14,37.044998,37.445000,37.009998,37.134998,33.439846,8962600
2014-03-17,37.404999,37.494999,36.910000,37.090000,33.399315,11019800
2014-03-18,37.174999,37.419998,37.025002,37.299999,33.588417,5997600
2014-03-19,37.500000,38.665001,37.410000,37.955002,34.178242,24983200
2014-03-20,38.145000,38.564999,37.799999,38.480000,34.650997,13851400
2014-03-21,39.105000,39.320000,38.310001,38.355000,34.538441,18034400
2014-03-24,38.450001,38.555000,37.605000,37.884998,34.115208,10018800
2014-03-25,38.220001,38.255001,37.145000,37.305000,33.592918,10568200
2014-03-26,37.465000,37.494999,36.759998,36.770000,33.111156,8371200
2014-03-27,36.535000,36.980000,36.345001,36.700001,33.048119,12675600
2014-03-28,36.645000,37.029999,36.525002,36.849998,33.183193,6582800
2014-03-31,36.950001,37.200001,36.584999,36.689999,33.039116,7721800
2014-04-01,36.820000,37.490002,36.705002,37.005001,33.322765,8740800
2014-04-02,37.174999,37.185001,36.619999,36.834999,33.169678,8304400
2014-04-03,36.930000,37.169998,36.410000,36.544998,32.908550,7165400
2014-04-04,36.775002,36.945000,35.660000,35.775002,32.215172,11708600
2014-04-07,35.599998,35.689999,35.025002,35.215000,31.710886,11089800
2014-04-08,35.320000,35.845001,35.250000,35.740002,32.183643,10660800
2014-04-09,35.814999,36.340000,35.599998,36.240002,32.633900,9055600
2014-04-10,36.369999,36.369999,35.084999,35.110001,31.616341,13375400
2014-04-11,34.895000,35.064999,34.340000,34.365002,30.945473,16367200
2014-04-14,34.814999,35.020000,34.349998,34.654999,31.206615,12175400
2014-04-15,34.980000,35.049999,33.965000,34.445000,31.017519,15461800
2014-04-16,34.825001,35.439999,34.580002,35.395000,31.872974,11277400
2014-04-17,35.285000,35.695000,35.070000,35.075001,31.584820,9245800
2014-04-21,35.154999,35.299999,34.924999,35.240002,31.733404,6095600
2014-04-22,35.264999,35.639999,35.165001,35.575001,32.035065,8862600
2014-04-23,35.730000,35.735001,35.110001,35.195000,31.692879,8881600
2014-04-24,35.759998,36.020000,35.055000,35.544998,32.008045,15577000
2014-04-25,36.000000,36.125000,35.470001,35.724998,32.170139,18111400
2014-04-28,35.945000,36.009998,34.900002,35.465000,31.936016,10733600
2014-04-29,35.590000,35.724998,35.134998,35.320000,31.805437,9827200
2014-04-30,35.310001,35.380001,35.060001,35.310001,31.796432,7282400
2014-05-01,35.375000,35.599998,35.160000,35.560001,32.021564,7918400
2014-05-02,35.625000,35.764999,35.285000,35.299999,31.787426,8306400
2014-05-05,35.250000,35.529999,35.090000,35.459999,31.931509,5486400
2014-05-06,35.365002,35.415001,34.665001,34.790001,31.559586,10926800
2014-05-07,34.889999,35.000000,34.570000,34.869999,31.632149,10959800
2014-05-08,34.799999,35.250000,34.669998,34.790001,31.559586,7531400
2014-05-09,34.849998,35.154999,34.759998,35.145000,31.881617,6623200
2014-05-12,35.320000,35.619999,35.200001,35.575001,32.271690,7227200
2014-05-13,35.485001,35.669998,35.450001,35.580002,32.276222,5803000
2014-05-14,35.590000,35.599998,35.014999,35.084999,31.827187,8585000
2014-05-15,35.130001,35.165001,34.639999,34.924999,31.682051,9124600
2014-05-16,35.000000,35.520000,34.904999,35.470001,32.176434,9294800
2014-05-19,35.279999,35.560001,35.139999,35.509998,32.212719,6745000
2014-05-20,35.380001,35.450001,34.919998,35.115002,31.854406,8699800
2014-05-21,35.355000,35.375000,35.035000,35.200001,31.931509,6089200
2014-05-22,35.174999,35.884998,35.150002,35.700001,32.385082,7359600
2014-05-23,36.145000,36.255001,35.915001,35.990002,32.648163,7166400
2014-05-27,36.320000,36.889999,36.270000,36.830002,33.410160,10100400
2014-05-28,36.650002,36.785000,36.459999,36.634998,33.233257,8210000
2014-05-29,36.759998,36.779999,36.325001,36.555000,33.160694,6448000
2014-05-30,36.580002,36.750000,36.264999,36.619999,33.219658,6879200
2014-06-02,36.610001,37.029999,36.580002,36.924999,33.496342,5926200
2014-06-03,36.860001,37.174999,36.790001,37.090000,33.646015,6764400
2014-06-04,37.060001,37.349998,36.820000,37.334999,33.868263,6495800
2014-06-05,37.180000,37.570000,37.099998,37.360001,33.890945,5187400
2014-06-06,37.529999,37.770000,37.400002,37.665001,34.167629,6204800
2014-06-09,37.689999,37.700001,37.325001,37.590000,34.099590,5701000
2014-06-10,37.625000,37.720001,37.160000,37.299999,33.836517,6641000
2014-06-11,37.070000,37.435001,36.924999,37.400002,33.927238,7510800
2014-06-12,37.345001,37.349998,36.865002,36.980000,33.546227,7193800
2014-06-13,36.935001,37.450001,36.764999,37.345001,33.877335,7708800
2014-06-16,37.240002,37.580002,37.230000,37.544998,34.058769,6759600
2014-06-17,37.514999,37.825001,37.494999,37.654999,34.158550,5778600
2014-06-18,37.599998,37.840000,37.299999,37.779999,34.271946,5786600
